"Date","Chamber","CO2_lin_kg/ha/day","CO2_expon_kg/ha/day","CH4_lin_g/ha/day","CH4_expon_g/ha/day","N2O_lin_g/ha/day","N2O_expon_g/ha/day","Topo"
2015-05-21 19:14:51,5,108.69095121,182.3369235,-28.70973975,-48.49021518,-0.60551498,-5.98728573,"Slope"
2015-05-21 19:27:54,2,102.83072331,366.25711452,-18.46421542,-18.55385488,-0.4056215,-39.561033,"Slope"
2015-05-21 19:41:18,3,44.18269564,72.14358285,186.88542042,396.69837542,2.16976574,24.96238746,"Valley"
2015-05-21 19:54:37,4,53.24837166,101.25843985,32.60496675,129.51106482,-1.07400081,-1.07199241,"Ridge"
2015-05-21 20:07:55,5,126.98540589,246.40399472,-39.80476831,-293.46758904,3.64854475,41.0382163,"Slope"
2015-05-21 20:20:59,2,124.87668262,267.5602257,-22.63002742,-24.73903196,-2.40526123,-9.13941533,"Slope"
2015-05-21 20:34:20,3,37.43194724,62.08762078,90.1931163,277.15608793,1.68792935,1.69518234,"Valley"
2015-05-21 20:47:41,4,50.51318442,107.92744744,20.93107019,158.01628747,-0.74548627,-0.74422478,"Ridge"
2015-05-21 21:01:00,5,118.53651836,210.45670712,-23.34603178,-64.27431209,1.26509353,60.44466463,"Slope"
2015-05-21 21:14:05,2,139.39356519,232.91154766,-23.55931681,-23.74693532,-3.03256091,-14.05221099,"Slope"
2015-05-21 21:27:23,3,39.72011894,66.00879252,26.09652381,83.12950564,4.46277111,45.99200634,"Valley"
2015-05-21 21:40:45,4,56.00786681,118.82003197,27.87740824,116.78051466,-2.09273791,-2.09393834,"Ridge"
2015-05-21 21:54:03,5,117.65107746,269.28714064,-65.51272533,-376.97865905,1.92958383,1.94456629,"Slope"
2015-05-21 22:07:09,2,127.48027524,289.40848456,-18.43744245,-18.55408691,-1.26316344,-4.25103023,"Slope"
2015-05-21 22:20:27,3,37.3413852,69.94180014,20.12570824,106.69459215,1.35648153,28.72812317,"Valley"
2015-05-21 22:33:47,4,54.23758454,116.06195849,22.66704582,110.34640442,-2.1224445,-4.51582232,"Ridge"
2015-05-21 22:47:08,5,131.41771925,286.95341589,-28.09337802,-67.72641707,0.42790136,0.42697927,"Slope"
2015-05-21 23:00:13,2,118.74884076,211.22466775,-19.12293675,-19.20353587,1.00486769,1.00778332,"Slope"
2015-05-21 23:13:32,3,36.46147303,67.30364824,14.79455724,80.89423162,0.71591671,13.19602374,"Valley"
2015-05-21 23:26:53,4,56.94708986,127.97884882,14.4465584,120.72689193,-1.96284644,-1.95531093,"Ridge"
2015-05-21 23:40:12,5,134.93306071,291.3270591,-33.32999027,-70.72880539,-0.93417307,-4.6551846,"Slope"
2015-05-21 23:53:17,2,135.44839902,269.53331342,-18.90708638,-19.31794655,-1.92548688,-1.92573995,"Slope"
2015-05-22 00:06:36,3,37.23259152,71.16587684,13.34090551,60.50605325,2.48767829,2.5221491,"Valley"
2015-05-22 00:19:58,4,58.72736256,132.86145581,13.68563418,66.8598491,-1.46028114,-1.46112259,"Ridge"
2015-05-22 00:33:18,5,127.83103518,272.33701646,-34.35132965,-98.36231899,0.10392306,0.00870271,"Slope"
2015-05-22 00:46:21,2,123.82569591,251.71691961,-16.76165515,-16.88610509,-1.6724158,-3.35295973,"Slope"
2015-05-22 00:59:40,3,40.6363645,75.04318419,11.55172709,63.0615462,1.87362321,1.88534445,"Valley"
2015-05-22 01:13:01,4,53.49329877,124.15532633,6.41060178,38.21281045,-0.27875291,-0.27821577,"Ridge"
2015-05-22 01:26:22,5,128.47612592,277.70534876,-38.79040804,-85.70821812,-1.58590507,-1.59464922,"Slope"
2015-05-22 01:39:25,2,141.95032952,294.7550403,-25.362404,-40.0129681,-0.55315276,-1.32289965,"Slope"
2015-05-22 01:52:44,3,36.31195161,66.43244181,10.91081965,127.81868265,2.16939201,2.16780895,"Valley"
2015-05-22 02:06:05,4,57.84586718,134.84465338,17.23163568,80.75997955,-2.03530159,-2.03378413,"Ridge"
2015-05-22 02:19:24,5,131.0946957,263.32937142,-34.49382026,-51.99066375,0.15935571,0.15931739,"Slope"
2015-05-22 02:32:32,2,134.43793059,269.93276638,-22.3761173,-22.69311585,-1.16761503,-1.16815137,"Slope"
2015-05-22 02:45:50,3,40.36561446,75.17995063,12.04182318,112.3149124,2.09652045,2.09511292,"Valley"
2015-05-22 02:59:12,4,58.40277893,145.7441234,13.88559764,77.76175275,-1.85874408,-1.85556396,"Ridge"
2015-05-22 03:12:28,5,99.91288646,226.36045058,-25.02029902,-47.03057025,-0.37521942,-10.34363879,"Slope"
2015-05-22 03:25:34,2,153.01141967,251.32822431,-24.2223938,-24.46148398,-0.92587119,-0.92600354,"Slope"
2015-05-22 03:38:55,3,38.72809454,79.99471776,16.53713436,90.77246467,1.46864683,-0.00278742,"Valley"
2015-05-22 03:52:18,4,58.66504143,140.98610891,11.46883069,105.00987117,-2.65504654,-2.65760747,"Ridge"
2015-05-22 04:05:35,5,125.05201459,246.30098491,-29.52419988,-57.42319524,-0.99915729,-0.99421269,"Slope"
2015-05-22 04:18:38,2,136.42515092,242.67217662,-19.7934764,-19.90204205,-0.87334163,-17.05650096,"Slope"
2015-05-22 04:31:59,3,39.49923554,72.38820327,2.9373469,572.14442431,2.61027031,3.17067946,"Valley"
2015-05-22 04:45:22,4,59.1193812,136.87400198,11.72158497,75.437184,-0.61473328,-0.61421546,"Ridge"
2015-05-22 04:58:42,5,126.30315804,265.5322371,-29.99505319,-58.02865039,-1.34516856,-14.28983413,"Slope"
2015-05-22 05:11:44,2,101.46765891,199.89888288,-14.98027593,-15.02654828,-0.98428918,-0.98227894,"Slope"
2015-05-22 05:25:03,3,37.82270228,71.28447017,7.06306643,113.25798433,2.62431667,2.64913303,"Valley"
2015-05-22 05:38:25,4,56.32544432,145.92702947,8.36844096,54.42007192,-0.19318844,-0.19300038,"Ridge"
2015-05-22 05:51:46,5,122.70868546,251.85791259,-31.98344995,-68.67444248,-1.90783122,-1.90941884,"Slope"
2015-05-22 06:04:49,2,135.4948143,271.98201989,-19.29920456,-19.40334023,-0.50998881,-0.5093906,"Slope"
2015-05-22 06:18:10,3,37.8215581,77.17395696,-5.04159043,-5.03752334,1.35935214,1.35867995,"Valley"
2015-05-22 06:31:29,4,53.55774272,129.59893743,15.41491106,89.7000145,-3.07809679,-4.70633428,"Ridge"
2015-05-22 06:44:49,5,120.02986592,246.18243978,-42.37643377,-112.52446549,-1.59720847,-20.87370179,"Slope"
2015-05-22 08:08:52,2,148.01149256,352.05687131,-4.32401097,-4.32026706,-2.43165573,-2.43284334,"Slope"
2015-05-22 08:22:11,3,36.60890164,59.41420451,21.00954891,160.00733654,1.12212296,1.12156829,"Valley"
2015-05-22 08:35:32,4,42.99065491,84.18781734,1.73551031,426.04751424,-1.52056764,-19.79013035,"Ridge"
2015-05-22 08:48:51,5,149.72855308,273.11086543,-32.44359684,-33.64582082,-2.68161459,-3.26099119,"Slope"
2015-05-22 09:01:56,2,211.92362664,388.94981953,-27.76838568,-28.00353284,-1.31236379,-3.39864628,"Slope"
2015-05-22 09:15:15,3,40.87270806,89.92760972,17.40677239,83.15159057,1.54752595,16.09263072,"Valley"
2015-05-22 09:28:42,4,34.99023472,141.31781203,-19.33696399,-25.41309117,1.11289432,1.6967982,"Ridge"
2015-05-22 09:41:58,5,129.57228426,731.54675926,-25.85611811,-178.47307135,0.29100744,0.2903528,"Slope"
2015-05-22 09:54:58,2,198.97283647,501.47673195,-24.55766716,-25.48712314,-1.55822069,-23.5905479,"Slope"
2015-05-22 10:08:19,3,32.21474196,100.76553408,20.66183274,65.99573885,0.09764852,100.17935193,"Valley"
2015-05-22 10:21:41,4,35.66992662,101.78755882,10.98122907,433.5243607,-2.14290374,-26.28755308,"Ridge"
2015-05-22 10:34:59,5,150.00790554,599.05801828,-32.13016314,-172.86387267,0.71719365,87.27570811,"Slope"
2015-05-22 10:48:02,2,106.83614909,1041.72971539,-19.73614803,-51.63095592,-0.13047064,-0.13029009,"Slope"
2015-05-22 17:46:52,2,209.91569789,731.37629467,-10.6674233,-31.5056902,-2.81985029,-2.82673884,"Slope"
2015-05-22 18:00:12,3,38.73765524,53.25972446,14.55932144,14.61271079,5.29292002,5.29445912,"Valley"
2015-05-22 18:13:33,4,30.52464962,59.50399467,10.16555165,325.04939573,0.64968827,0.64828353,"Ridge"
2015-05-22 18:26:51,5,154.72342746,265.6564282,-33.32463169,-67.67856398,-0.80105857,-0.80095654,"Slope"
2015-05-22 18:39:56,2,116.09887436,406.34509745,-18.25165541,-18.374567,1.6152725,1.61430852,"Slope"
2015-05-22 18:53:15,3,44.84732966,80.1852684,25.64468803,47.79781933,3.76406084,19.57567883,"Valley"
2015-05-22 19:06:37,4,40.13481618,75.09836295,23.64057647,69.10074506,-0.53029843,-0.52894794,"Ridge"
2015-05-22 19:19:58,5,146.19654537,267.63121993,-37.60590338,-89.31771527,-0.46705364,-0.47182173,"Slope"
2015-05-22 19:33:00,2,117.94516218,254.70145183,-19.75430652,-19.82699027,-0.96935506,-29.51467471,"Slope"
2015-05-22 19:46:19,3,52.19074547,86.62023549,71.6460245,179.87445774,1.98714883,10.76842814,"Valley"
2015-05-22 19:59:41,4,43.42076565,97.75316086,22.18086687,89.1372517,-0.65485965,-0.05279602,"Ridge"
2015-05-22 20:12:59,5,142.2735031,276.97818108,-42.03478361,-77.17346049,0.12014556,0.11998877,"Slope"
2015-05-22 20:26:05,2,125.43291187,252.80858373,-22.2382211,-22.4017742,0.18605959,0.18524749,"Slope"
2015-05-22 20:39:24,3,50.94962666,90.73349652,23.74327531,185.93854279,2.33722702,27.22837898,"Valley"
2015-05-22 20:52:42,4,47.05143973,103.1817111,16.67493686,104.93890627,-0.26459458,-0.26429484,"Ridge"
2015-05-22 21:06:03,5,132.1535962,326.18610213,-38.23992366,-106.65169271,-0.180353,-0.17993996,"Slope"
2015-05-22 21:19:09,2,171.33483188,300.83954314,-27.64869634,-27.84352268,-0.48602273,-0.48491143,"Slope"
2015-05-22 21:32:27,3,46.52921984,81.48403228,24.89257239,104.93021857,2.69053159,2.69905551,"Valley"
2015-05-22 21:45:47,4,43.6024395,97.17389992,11.3559199,11.36016833,2.64693728,78.77411454,"Ridge"
2015-05-22 21:59:07,5,134.43848407,277.81672262,-36.83090069,-72.89333214,-0.92922051,-1.09557697,"Slope"
2015-05-22 22:12:11,2,170.01301731,295.42546364,-24.95962711,-25.15966087,-0.55524163,-1.0125003,"Slope"
2015-05-22 22:25:31,3,38.14865393,60.41302905,-29.3452295,-5458.58041384,8.18356996,12.60624739,"Valley"
2015-05-22 22:38:53,4,49.23853695,120.67038903,14.84773744,98.20145326,-2.36249253,-2.36355418,"Ridge"
2015-05-22 22:52:12,5,136.61095481,291.78613042,-37.18937122,-71.64254296,-0.25905847,-0.25818788,"Slope"
2015-05-22 23:05:15,2,196.38455861,317.27562936,-32.53843571,-33.74117914,0.34893477,0.34886667,"Slope"
2015-05-22 23:18:36,3,44.27287045,95.33026899,23.17874147,100.00055993,1.94246203,1.93740418,"Valley"
2015-05-22 23:31:57,4,48.14839782,107.79899066,17.05396943,74.790318,-0.09875969,-0.09852432,"Ridge"
2015-05-22 23:45:16,5,125.02374557,271.81441785,-36.1327067,-113.60588291,-0.56665486,-0.56629367,"Slope"
2015-05-22 23:58:19,2,178.663033,325.93541587,-25.68179978,-25.87027504,-0.32126197,-0.32064329,"Slope"
2015-05-23 00:11:40,3,44.99685396,85.56977642,33.12070983,112.13682449,2.04521272,3.58223573,"Valley"
2015-05-23 00:24:59,4,57.28386342,115.86147575,12.79954902,135.49364415,-2.47755235,-2.58162711,"Ridge"
2015-05-23 00:38:19,5,136.75704246,285.22160941,-34.4235851,-72.55364067,-2.71203803,-2.71194001,"Slope"
2015-05-23 00:51:23,2,104.32490274,564.14758278,-15.42108974,-28.26808025,-0.55357913,-0.55299647,"Slope"
2015-05-23 01:04:44,3,46.0758194,89.27795773,24.12234163,87.70846039,1.63107664,43.83817339,"Valley"
2015-05-23 01:18:03,4,45.75806527,111.40263441,17.91843917,103.91265135,-0.94981949,-0.47047538,"Ridge"
2015-05-23 07:44:00,2,211.48126699,387.56326625,-19.60330542,-20.6060202,-3.08238261,-3.21555196,"Slope"
2015-05-23 07:57:21,3,44.67683307,57.45833967,18.68969179,62.4604371,1.87584578,36.62941062,"Valley"
2015-05-23 08:10:43,4,35.24710936,55.76878836,8.90969196,248.2313786,-0.09383106,-25.52310638,"Ridge"
2015-05-23 08:24:01,5,132.28426267,226.07205264,-31.22314415,-69.9279462,-0.14578548,49.44549849,"Slope"
2015-05-23 08:37:04,2,194.23502598,360.15149432,-25.72137601,-27.81439741,-1.25747118,-6.58583957,"Slope"
2015-05-23 08:50:25,3,52.85452339,92.5804225,24.05782643,64.045107,3.16307603,24.94037059,"Valley"
2015-05-23 09:03:47,4,45.29471048,79.08331133,5.08524423,364.29128282,-0.95223287,-0.94909948,"Ridge"
2015-05-23 09:17:05,5,151.51578697,354.50704764,-34.58924208,-60.46700737,-2.60456921,-7.09457539,"Slope"
2015-05-23 09:30:08,2,221.83593485,410.05724915,-29.06840629,-29.27295501,-1.91381637,-1.90718879,"Slope"
2015-05-23 09:43:29,3,49.99909212,84.54412518,8.50482303,41.92960718,1.80248277,18.3641257,"Valley"
2015-05-23 09:56:51,4,30.9953575,71.70540135,14.22992404,99.66291843,-0.79945261,0.0215615,"Ridge"
2015-05-23 10:10:11,5,133.911167,618.61373881,-29.12006344,-150.87066923,-0.68786225,-26.33661509,"Slope"
2015-05-23 10:23:15,2,220.64464576,594.96778137,-27.66830387,-42.29532366,-1.71746472,-1.72812343,"Slope"
2015-05-23 10:36:33,3,53.90952346,90.06845634,23.05112983,74.33145072,1.75953985,31.67650469,"Valley"
2015-05-23 10:49:55,4,36.80373314,62.64483305,11.4077862,249.97928319,-1.13632249,-1.13456662,"Ridge"
2015-05-23 11:03:13,5,127.76514564,559.64324697,-31.20468498,-126.72921436,-0.33451719,-0.3335114,"Slope"
2015-05-23 11:16:19,2,216.02803258,465.83895068,-26.96804652,-31.60275516,-3.00721278,-3.93189258,"Slope"
2015-05-23 11:29:39,3,49.19451205,96.18765416,21.00801392,65.45890631,2.55577195,2.56338796,"Valley"
2015-05-23 11:42:59,4,44.36799443,44.5729966,-1.31615756,-1.31530723,-1.13919488,-41.63683022,"Ridge"
2015-05-23 11:56:20,5,153.19640266,455.67969371,-40.86812512,-105.20580354,-1.03831588,-1.03669064,"Slope"
2015-05-23 19:28:55,2,189.94646698,475.58265023,-13.02417417,-13.03430741,-1.37280367,-2.28787029,"Slope"
2015-05-23 19:42:15,3,53.32708669,77.89640223,21.16303325,59.47772547,4.7814111,18.40150844,"Valley"
2015-05-23 19:55:36,4,51.29055995,95.32095591,9.18406148,82.96399389,-1.76725931,-1.7609366,"Ridge"
2015-05-23 20:08:55,5,126.07776913,219.6450961,-35.58241028,-74.51356266,0.55540856,0.55432332,"Slope"
2015-05-23 20:22:18,7,47.45875815,48.98724703,-29.20644881,-29.26088799,-0.88522946,-0.88228403,"Ridge"
2015-05-23 20:35:38,8,81.81732057,100.23116592,-13.79987576,-13.8252295,-0.18324844,-0.18316768,"Slope"
2015-05-23 20:48:58,9,43.43751335,43.79354457,25.33818755,51.28796943,1.88678163,85.53447231,"Valley"
2015-05-23 21:02:01,2,218.54787871,424.4106718,-31.44713024,-36.53638506,-1.16653914,-17.90148363,"Slope"
2015-05-23 21:15:22,3,52.76772015,84.34588706,20.66264559,67.98459543,6.18973412,9.40289895,"Valley"
2015-05-23 21:28:39,4,47.56990881,85.16590764,13.41083554,55.11542892,-0.37766122,-0.37723156,"Ridge"
2015-05-23 21:42:00,5,119.05967999,316.57951765,-25.99708629,-130.80166294,0.87942815,64.71281198,"Slope"
2015-05-23 21:55:19,7,57.98729616,77.55366075,-35.70596631,-39.38249637,1.26190383,2.46829193,"Ridge"
2015-05-23 22:08:40,8,78.29147364,121.09755606,-16.31616728,-16.33906768,-1.08522556,-7.46279994,"Slope"
2015-05-23 22:22:02,9,45.47546438,73.784878,52.68131291,83.27307074,0.21709422,0.21720661,"Valley"
2015-05-23 22:35:02,2,177.83784349,299.95334282,-23.17992804,-23.21672059,-0.965566,-6.50724107,"Slope"
2015-05-23 22:48:25,3,50.61703442,79.70860001,37.97564998,95.22169765,2.77674658,3.69330983,"Valley"
2015-05-23 23:01:45,4,50.13708691,107.42620253,15.33020221,99.40472884,-3.44364764,-3.5344004,"Ridge"
2015-05-23 23:15:06,5,105.33859231,341.81475458,-18.06642042,-112.35652836,0.01376495,68.59796274,"Slope"
2015-05-23 23:28:22,7,58.19086262,92.46670419,-35.44974877,-35.67071234,1.89936566,1.91160224,"Ridge"
2015-05-23 23:41:46,8,73.53618913,103.61167056,-16.31363793,-16.34844034,-0.35181367,-0.35157815,"Slope"
2015-05-23 23:55:05,9,44.27667117,58.01943625,15.90264684,325.49465425,1.51246303,1.51134562,"Valley"
2015-05-24 00:08:09,2,226.31637858,435.87943364,-30.08838861,-45.12376392,-1.5814098,-8.38986545,"Slope"
2015-05-24 00:21:26,3,52.78353694,81.24867527,23.51096388,87.96538353,4.60427009,10.23487617,"Valley"
2015-05-24 00:34:48,4,53.26364726,97.58041289,1.34212451,1.33957069,-2.16981798,-8.82919601,"Ridge"
2015-05-24 00:48:06,5,106.7055924,286.72521461,-26.69555903,-58.14484835,-0.54752985,-28.81423661,"Slope"
2015-05-24 01:01:27,7,63.13937517,89.18448832,-34.06436857,-38.97281559,-0.42604506,-0.1004924,"Ridge"
2015-05-24 01:14:48,8,76.24653085,139.3116225,-13.99268679,-14.0862765,1.39294294,7.4982092,"Slope"
2015-05-24 01:28:08,9,46.89040335,72.3626505,15.28184158,144.89710671,2.17768524,8.33865224,"Valley"
2015-05-24 01:41:10,2,176.98039774,422.6416046,-24.33575554,-33.92641582,0.30326437,0.30259884,"Slope"
2015-05-24 01:54:32,3,52.53416427,100.09689867,16.15886411,99.33223339,3.41284513,11.17735058,"Valley"
2015-05-24 02:07:53,4,48.09978152,95.72347279,0.02301747,0.02296745,-1.14490908,-6.14035708,"Ridge"
2015-05-24 02:21:12,5,113.91386416,224.3301736,-26.34360065,-59.24594904,-0.9326959,-0.9329888,"Slope"
2015-05-24 02:34:31,7,65.70709383,101.79702422,-41.12030374,-45.56876164,-0.29948294,-0.29863575,"Ridge"
2015-05-24 02:47:55,8,78.9526021,133.69353159,-12.64871727,-12.66700224,-0.99064634,-0.99045533,"Slope"
2015-05-24 03:01:15,9,48.08682149,81.36598627,20.41228037,75.15333831,-0.22390919,-0.22378645,"Valley"
2015-05-24 03:14:19,2,186.52571072,423.40941196,-23.45327653,-38.54648891,-0.76006167,-4.58537117,"Slope"
2015-05-24 03:27:37,3,50.99340755,87.45374632,21.3803908,53.65207403,2.80637178,23.06942812,"Valley"
2015-05-24 03:40:59,4,48.10618105,94.23305857,2.94299059,62.15917931,-0.12913328,-1.20551046,"Ridge"
2015-05-24 03:54:20,5,84.17722394,295.74960263,-23.10621089,-74.46602645,-0.84690221,-2.00563979,"Slope"
2015-05-24 04:07:38,7,69.2272926,114.49633985,-35.86927919,-46.56750271,-0.30739298,-0.307081,"Ridge"
2015-05-24 04:20:59,8,75.81426178,139.27100602,-12.46639375,-12.55231129,-0.10218757,-0.10202485,"Slope"
2015-05-24 04:34:19,9,50.71766777,78.55102499,37.37835927,37.89574407,2.7506199,79.49136059,"Valley"
2015-05-24 04:47:24,2,175.17936942,324.06716662,-24.07791773,-29.99919894,0.29530268,0.19091149,"Slope"
2015-05-24 05:00:43,3,47.84356301,88.24015748,21.5130842,47.33933838,4.272928,5.22057225,"Valley"
2015-05-24 05:14:02,4,43.98003204,112.86970844,-0.77167829,-0.76921175,-2.22906644,-5.61779691,"Ridge"
2015-05-24 05:27:23,5,101.18112519,309.44257779,-27.56963499,-78.87328641,-0.96595828,-4.65159551,"Slope"
2015-05-24 05:40:42,7,70.42456614,124.84486344,-35.46542225,-48.88086864,0.24079941,0.24044068,"Ridge"
2015-05-24 05:54:03,8,74.79345303,120.40857075,-16.33951888,-17.91893206,0.63648724,0.94597644,"Slope"
2015-05-24 06:07:26,9,48.60016363,78.44600243,26.45532579,76.4496684,0.57188025,0.56972706,"Valley"
2015-05-24 06:20:27,2,171.14214508,381.44750209,-21.85056393,-31.49957969,-0.80378193,0.01201779,"Slope"
2015-05-24 06:33:48,3,46.90169282,84.11925498,24.26078514,49.49729863,4.17625113,8.86200223,"Valley"
2015-05-24 06:47:07,4,42.31662585,130.62635355,-1.43158988,-1.43016583,-1.09538307,-1.10398125,"Ridge"
2015-05-24 07:00:28,5,104.53506887,196.82177691,-28.72697933,-47.7776797,-0.81562849,-4.84690746,"Slope"
2015-05-26 09:46:56,2,157.43804374,206.27258194,-8.62006998,-8.63392619,-1.91759878,-4.09011601,"Slope"
2015-05-26 10:00:14,3,10.53680277,112.32290783,-0.73879092,-0.73718318,0.64307769,0.64284163,"Valley"
2015-05-26 10:13:37,4,34.98462679,74.74692458,0.68083767,172.06054426,-1.15285764,-2.3837868,"Ridge"
2015-05-26 10:26:55,5,112.25079355,196.88426467,-37.39170871,-67.86583236,-2.32030511,-13.23202007,"Slope"
2015-05-26 10:40:14,6,20.71505444,28.51457705,5.65559855,10.46663303,-0.14164808,55.90610107,"Valley"
2015-05-26 10:53:35,7,56.06632126,56.87594349,-39.39935554,-59.9699236,1.39605687,6.90209864,"Ridge"
2015-05-26 11:06:56,8,78.11683243,131.5347001,-4.46909459,-4.48711848,-0.1031586,45.01737904,"Slope"
2015-05-26 11:20:15,9,36.94870278,97.26153448,20.30628391,29.65126317,0.27076313,0.27037325,"Valley"
2015-05-26 11:33:20,2,161.14043525,928.18322584,-20.46046541,-115.13956514,-1.52542686,-4.51636836,"Slope"
2015-05-26 11:46:39,3,34.81322318,50.53604027,41.57186638,70.47081935,-0.85250113,-0.85175354,"Valley"
2015-05-26 12:00:01,4,34.14861241,90.29560719,4.54385249,141.37835629,-1.45615894,-1.44870856,"Ridge"
2015-05-26 12:13:20,5,138.72991102,327.32996928,-36.8617637,-86.49528321,-2.02620538,-3.53954945,"Slope"
2015-05-26 12:26:36,6,22.9506965,31.57986028,5.72379954,5.74362487,1.14303772,23.88914575,"Valley"
2015-05-26 12:40:00,7,65.96114453,94.72761548,-27.84525502,-27.8948643,0.00581782,-0.60934069,"Ridge"
2015-05-26 12:53:21,8,92.72933724,254.35031724,-8.8165992,-8.93914149,-1.28811912,-1.28714171,"Slope"
2015-05-26 13:06:40,9,42.27765498,77.706015,14.99203201,29.83761343,-0.39930352,-8.536e-05,"Valley"
2015-05-26 13:19:44,2,156.61110111,408.69195406,-20.15086557,-28.44615477,-1.59661523,-5.80918402,"Slope"
2015-05-26 13:33:01,3,34.02049942,54.19577978,55.04941079,55.35744516,0.08278875,0.08271253,"Valley"
2015-05-26 13:46:25,4,39.01425825,53.56327363,-3.30692264,-3.30406313,-0.97173358,-22.5693336,"Ridge"
2015-05-26 13:59:41,5,133.80007637,412.30363389,-35.01663277,-136.56951985,-0.48025398,-0.47930485,"Slope"
2015-05-26 14:12:57,6,14.72297739,46.66106344,3.5697204,25.68276967,0.62241986,12.87183882,"Valley"
2015-05-26 14:26:23,7,58.69731652,106.70115826,-34.28008137,-51.49317032,-0.00710125,-0.00706861,"Ridge"
2015-05-26 14:39:45,8,84.85170906,190.413062,-7.33023917,-7.32869534,-0.00995276,0.00184561,"Slope"
2015-05-26 14:53:04,9,42.34365257,84.9638401,18.18734537,46.2966238,0.20764275,0.20724203,"Valley"
2015-05-26 15:06:08,2,208.14186366,232.00460236,-29.11435428,-29.21434551,-1.13710088,-9.56958145,"Slope"
2015-05-26 15:19:28,3,39.04114684,54.4545446,25.44194358,38.10321495,-0.09327253,-0.0932807,"Valley"
2015-05-26 15:32:47,4,39.02859378,63.38115833,-3.97351446,-3.96903328,-0.39634223,-11.00298184,"Ridge"
2015-05-26 15:46:08,5,142.68565623,332.30441526,-38.58332555,-80.85699004,-1.14270531,-1.57820896,"Slope"
2015-05-26 15:59:24,6,24.73072712,29.98991395,11.89052949,16.54858242,0.09850755,0.09833199,"Valley"
2015-05-26 16:12:48,7,58.98379748,99.44843632,-27.69710441,-28.11428564,0.03063994,0.03055454,"Ridge"
2015-05-26 16:26:07,8,96.80958803,210.71378665,-19.66090285,-21.53926234,-0.86000423,-1.42557653,"Slope"
