"DateTime","ChamberNumber","MeasurementDuration_s","MeanCO2_ppm","MeanCH4_ppm","MeanN2O_ppm","MeanNH3_ppm","MeanH2O_percent","ChemDetect_0to1","CavPressure_kPa","CavTemperature_K","WaterContent_fraction","ChamberTemperature_K","ChamberPressure_kPa","FluxCO2L_umol_per_m2_per_s","FluxCO2E_umol_per_m2_per_s","FluxCH4L_nmol_per_m2_per_s","FluxCH4E_nmol_per_m2_per_s","FluxN2OL_nmol_per_m2_per_s","FluxN2OE_nmol_per_m2_per_s","FluxNH3L_umol_per_m2_per_s","FluxNH3E_umol_per_m2_per_s","e_FluxCO2L_umol_per_m2_per_s","e_FluxCO2E_umol_per_m2_per_s","e_FluxCH4L_nmol_per_m2_per_s","e_FluxCH4E_nmol_per_m2_per_s","e_FluxN2OL_nmol_per_m2_per_s","e_FluxN2OE_nmol_per_m2_per_s","e_FluxNH3L_umol_per_m2_per_s","e_FluxNH3E_umol_per_m2_per_s","DateTime2","Drought","TopoLocation"
"2015-05-21 16:06:11",8,587,546.0160343,1.85556239,0.29870818,24.16130066,2.90623145,0,18.66514223,318.15004599,0.0253373,294.18167743,98.63,3.18367449,6.74210365,-0.14827211,-0.14858208,-0.1640856,-0.85823251,0.02117306,0.02116315,0.02075776,0.16993615,0.00864578,5818.98752258,0.0151054,1385.79409727,0.00077735,0.7873763,2015-05-21 16:06:11,"Post-drought","Slope"
"2015-05-21 16:19:30",9,588,457.51939185,1.87226519,0.30435989,18.30033983,2.77958701,0,18.66507925,318.14609576,0.02401503,293.834496,99.19,1.25391624,2.36244135,0.23048982,0.22992583,0.01432498,0.01429731,-0.17490647,-0.24160482,0.00744363,0.08136858,0.01063505,549.1774731,0.01834452,5787.05950627,0.00150153,0.33902138,2015-05-21 16:19:30,"Post-drought","Valley"
"2015-05-21 16:32:34",2,580,600.52279126,1.83027778,0.30595757,12.62503252,2.87126413,0,18.66517653,318.14810047,0.02591842,293.85945021,97.14,5.03523333,16.21594211,-0.665195,-0.99072563,-0.09221271,-0.44612041,-0.07757074,-0.11750676,0.12473231,0.16647988,0.00758394,431.63390453,0.03321416,10305.3170739,0.00155721,0.90372492,2015-05-21 16:32:34,"Post-drought","Slope"
"2015-05-21 18:34:52",2,588,681.3007468,1.83336933,0.30300537,26.09846083,2.84428056,0,18.6653285,318.37331847,0.02565121,293.07439098,97.32,8.08012696,18.62876997,-0.53851376,-0.57543862,-0.40507529,-0.75219565,-0.37491264,-0.69987022,0.11217492,0.05471989,0.00525327,3293.20392188,0.03106601,2740.21873827,0.00397819,0.0674746,2015-05-21 18:34:52,"Post-drought","Slope"
"2015-05-21 18:48:11",3,588,471.56121855,1.9172443,0.31096871,20.67984229,2.78140497,0,18.66521001,318.12713729,0.02506836,292.81593835,97.31,1.69946778,2.32235714,3.85606112,3.87024184,0.29970583,0.2996579,-0.18121238,-0.26853072,0.00854323,0.04787955,0.02839876,2707.20494229,0.02577485,1217.0681605,0.00204083,0.3249871,2015-05-21 18:48:11,"Post-drought","Valley"
"2015-05-21 19:01:31",4,588,484.84756558,1.89011593,0.29868906,122.17524486,2.68648017,0,18.66525322,318.16998716,0.02370837,292.89374826,98.35,1.79666751,2.15090736,0.23189437,15.10679808,-0.0546424,-5.79123686,-0.97125841,-0.97753542,0.01451105,0.8332152,0.0218209,729.97856304,0.0372117,305497.70006304,0.00724363,0.58419374,2015-05-21 19:01:31,"Post-drought","Ridge"
"2015-05-21 19:14:51",5,589,589.6501671,1.82472277,0.29815884,42.19199795,2.73737968,0,18.66515902,318.1577722,0.02534483,292.81593835,98.49,4.42881111,5.89672287,-1.20954891,-2.27164226,-0.0919462,-0.09200136,-0.55114347,-0.99995427,0.05523665,0.74888956,0.02200347,464.47133476,0.03723484,3254.85603288,0.00707246,0.10429927,2015-05-21 19:14:51,"Post-drought","Slope"
"2015-05-21 19:27:55",2,588,607.09335898,1.85717828,0.29717419,16.9496356,2.80806343,0,18.66522573,318.15584153,0.02532023,292.81593835,97.23,3.679243,10.85869901,-0.86566147,-0.90593176,0.03617918,0.03609967,-0.15664456,-0.22616448,0.10385999,0.33412932,0.00081288,2497.92712012,0.0026937,1927.75338635,0.00014625,0.2627089,2015-05-21 19:27:55,"Post-drought","Slope"
"2015-05-21 19:41:18",3,588,479.55213231,2.06327719,0.30928971,15.32351483,2.71348366,0,18.66513657,318.15402238,0.02408259,292.58107903,97.34,1.79415368,3.36159446,7.3708552,18.55289838,0.18493766,3.17627808,-0.10478385,-0.13449005,0.00288903,0.0423786,0.01769364,43.27787973,0.00455925,4021.47328042,0.00019991,0.64253348,2015-05-21 19:41:18,"Post-drought","Valley"
"2015-05-21 19:54:38",4,585,496.08005339,1.88485442,0.30549088,73.66776334,2.66801519,0,18.66526989,318.15204999,0.02327391,292.58107903,98.44,2.11807367,4.46721261,1.14877718,5.43756356,-0.16108011,-1.41299041,-0.19566495,-0.19593029,0.00546592,0.03325919,0.00652424,86.64933929,0.00658081,1084.68631978,0.00122504,1.01418413,2015-05-21 19:54:38,"Post-drought","Ridge"
"2015-05-21 20:07:55",5,589,627.54397119,1.84909082,0.28768293,33.79302931,2.69193645,1,18.6652067,318.15220446,0.02387182,292.60728127,98.68,5.00986957,7.2807145,-1.26606265,-7.91427815,0.24779527,5.88750663,-0.37706273,-0.59853164,0.0035674,0.19232133,0.02617169,387.38587575,0.01840034,722.03428971,0.00164862,0.54882569,2015-05-21 20:07:55,"Post-drought","Slope"
"2015-05-21 20:20:59",2,589,604.8221455,1.85801905,0.29732804,14.3962264,2.78054583,0,18.6652363,318.15053404,0.0251872,292.63345668,97.25,4.88966407,9.22374656,-1.00362963,-1.6692195,-0.17758112,-1.31930596,-0.13104949,-0.21281007,0.02852998,0.37620844,0.00520373,550.71166204,0.01592681,3480169.64771408,0.00082179,1.27077043,2015-05-21 20:20:59,"Post-drought","Slope"
"2015-05-21 20:34:20",3,588,495.08403789,1.96440539,0.31060416,13.1940918,2.69896642,0,18.66516703,318.15026343,0.02413824,292.42329885,97.39,1.53275026,2.82365452,3.30644214,13.41700133,0.15127795,0.15239271,-0.09005333,-0.11621907,0.00810985,0.20827299,0.04383308,73.33118321,0.01515263,392883.34898371,0.0006433,5.93298045,2015-05-21 20:34:20,"Post-drought","Valley"
"2015-05-21 20:47:41",4,587,512.13369008,1.89035928,0.30142804,61.35808498,2.67607116,0,18.66517803,318.15115962,0.02348383,292.52859383,98.37,1.98405172,4.56487008,0.64181842,6.6818634,-0.07294318,-0.99658251,-0.16025164,-0.16042329,0.01834767,0.13367949,0.02078316,147.05381535,0.02086326,4584.83896472,0.00349473,1.5801923,2015-05-21 20:47:41,"Post-drought","Ridge"
"2015-05-21 21:01:01",5,586,621.68121436,1.82770813,0.2980646,30.51455304,2.66847293,1,18.66515772,318.15018316,0.02355391,292.58107903,98.7,4.71379258,6.18573942,-0.96732327,-2.8128699,-0.01839686,-0.01834762,-0.33723779,-0.52400482,0.02930579,0.20756417,0.02653383,765.01388251,0.03089928,3159.23494004,0.00257234,0.11602706,2015-05-21 21:01:01,"Post-drought","Slope"
"2015-05-21 21:14:06",2,585,647.1411115,1.85458614,0.29633361,13.02280612,2.78410743,0,18.66515615,318.15087781,0.02512153,292.58107903,97.26,5.60250637,7.57277769,-1.08093396,-1.45208148,-0.29399633,-2.83017111,-0.11095146,-0.18769802,0.03391607,0.16350771,0.00641157,146.64501882,0.03053696,2282.75437122,0.00148623,0.30123361,2015-05-21 21:14:06,"Post-drought","Slope"
"2015-05-21 21:27:23",3,588,490.58993789,1.91427386,0.30246975,12.00804605,2.71229977,1,18.66520343,318.15015267,0.02428349,292.42329885,97.46,1.62046505,2.93552736,0.96685137,3.68838904,0.33389116,1.29459591,-0.08711549,-0.10604644,0.01296408,0.03577989,0.02130842,324.29354612,0.02763138,1420.68153614,0.00109139,0.27398903,2015-05-21 21:27:23,"Post-drought","Valley"
"2015-05-21 21:40:45",4,589,500.74572355,1.88255144,0.30771561,55.09575863,2.65384062,0,18.66510514,318.14956201,0.02317425,292.31756785,98.31,2.18572582,4.97553852,0.96818364,5.30099674,-0.27641507,-0.3576418,-0.0872395,-0.08719959,0.01568173,0.11320394,0.015589,173.22940564,0.01497513,50481.77025887,0.00180079,2.19728608,2015-05-21 21:40:45,"Post-drought","Ridge"
"2015-05-21 21:54:03",5,591,647.10704365,1.89151492,0.27108751,28.48729216,2.68878101,0,18.66511204,318.14937328,0.02379528,292.44966331,98.64,4.57197843,7.95701843,-2.06265888,-6.82665208,0.24888443,0.36040277,-0.31534271,-0.49074038,0.02797804,0.61583169,0.0275508,255.82124996,0.01729743,216052.67287337,0.00147776,0.42686759,2015-05-21 21:54:03,"Post-drought","Slope"
"2015-05-21 22:07:09",2,589,624.23581601,1.85007041,0.29954421,11.86747631,2.75486969,0,18.66524026,318.14838925,0.02471197,292.39690713,97.16,4.90871221,9.61016022,-0.85736605,-1.04540675,-0.16585082,-0.16609276,-0.10839971,-0.14991195,0.02954823,0.34202287,0.00288691,1590.66563385,0.01485199,9999000,0.00066091,1.73544994,2015-05-21 22:07:09,"Post-drought","Slope"
"2015-05-21 22:20:27",3,590,490.632527,1.88282952,0.30796949,10.94272593,2.66902739,0,18.66505209,318.14900467,0.02386903,292.18478493,97.54,1.50299459,3.08977028,0.65139968,6.14686801,0.14288425,0.14297622,-0.07826019,-0.13275669,0.00528415,0.06279212,0.00943767,109.00691413,0.00903931,4346.28018898,0.00039498,0.59631166,2015-05-21 22:20:27,"Post-drought","Valley"
"2015-05-21 22:33:47",4,589,511.20407715,1.87498824,0.30411884,48.00899974,2.64314664,0,18.66519272,318.14911362,0.02312164,292.18478493,98.2,2.11948207,4.54418829,0.76700807,5.31327418,-0.30021041,-1.42629952,-0.11927923,-0.11947116,0.00857454,0.05941639,0.00888905,147.13367077,0.01144368,657.09064977,0.00121983,1.24698549,2015-05-21 22:33:47,"Post-drought","Ridge"
"2015-05-21 22:47:08",5,588,627.30310474,1.83562947,0.2954211,26.30326796,2.64416125,1,18.66512785,318.14787807,0.02334517,292.31756785,98.67,5.1295408,8.899577,-1.14661821,-2.78606759,-0.0412775,-0.0412177,-0.28996545,-0.48662206,0.01702419,0.21506038,0.00826095,298.46596329,0.01018968,1217.18765506,0.00085028,0.12312999,2015-05-21 22:47:08,"Post-drought","Slope"
"2015-05-21 23:00:14",2,587,612.41842947,1.85042315,0.3003985,10.88391593,2.72224185,0,18.66520999,318.14864151,0.02457924,292.18478493,97.12,4.85019415,6.19176486,-0.89131211,-0.89565218,0.08112388,0.0809005,-0.09842263,-0.14740359,0.02176303,1.47913881,0.00112406,2729.08126961,0.00547073,975.85429217,0.00027388,0.24460664,2015-05-21 23:00:14,"Post-drought","Slope"
"2015-05-21 23:13:32",3,589,489.30088607,1.8768412,0.308828,10.43949023,2.67736235,0,18.66509137,318.14935764,0.02404291,292.05130676,97.55,1.46261247,2.88150097,0.47398722,3.78403417,0.03610426,1.64087141,-0.05505117,-0.16735166,0.00488217,0.0436797,0.00626003,127.42415963,0.00883341,1865.02540811,0.00050187,0.28506277,2015-05-21 23:13:32,"Post-drought","Valley"
"2015-05-21 23:26:54",4,587,509.77531621,1.86638824,0.30823316,41.08196515,2.63830578,0,18.6651948,318.15008243,0.0231372,292.02452699,98.12,2.21259713,5.06783338,0.42394264,6.05413989,-0.16960717,-0.16937181,-0.09924091,-0.09937414,0.00530367,0.01934866,0.00418742,89.24631274,0.00492445,948.11638195,0.00054666,0.50600619,2015-05-21 23:26:54,"Post-drought","Ridge"
"2015-05-21 23:40:13",5,589,626.96670725,1.82392611,0.30013139,24.39017547,2.64137817,0,18.66506291,318.1489624,0.02332112,292.18478493,98.55,5.24729607,9.22707837,-1.32830978,-2.94668401,-0.12802768,-0.12809228,-0.25854631,-0.41703073,0.00978162,0.05459476,0.00451836,201.44391983,0.00589079,5621.19662103,0.00052744,0.18189234,2015-05-21 23:40:13,"Post-drought","Slope"
"2015-05-21 23:53:18",2,588,624.97488122,1.8458726,0.30065541,10.14068874,2.72465496,0,18.66517675,318.1501146,0.02450918,292.05130676,97.29,5.28509981,9.73927904,-0.83675739,-1.13812498,-0.23152434,-0.2321319,-0.09107336,-0.15603386,0.0105827,0.09906259,0.00129061,466.8154077,0.00644256,14742.88947124,0.00028148,0.57602332,2015-05-21 23:53:18,"Post-drought","Slope"
"2015-05-22 00:06:37",3,589,502.26917742,1.87513531,0.31204984,21.38838943,2.67668659,0,18.6651948,318.15043121,0.02406269,292.05130676,97.52,1.48959975,3.0129429,0.44671737,3.30286183,0.22201193,0.22207954,0.1535267,0.15412139,0.00399807,0.06722273,0.00426249,107.28896271,0.00626648,2135.463053,0.00032072,1.56593262,2015-05-22 00:06:37,"Post-drought","Valley"
"2015-05-22 00:19:58",4,587,519.19045699,1.86297506,0.30701988,38.79529109,2.6390621,0,18.66515716,318.14992878,0.02328154,291.99771903,98.04,2.26340962,5.06539366,0.46943984,3.47201562,-0.18010721,-0.18054521,-0.16340829,-0.16507125,0.01792275,0.0245538,0.01041588,140.83620633,0.01545523,80026.513585,0.00108031,1.4333024,2015-05-22 00:19:58,"Post-drought","Ridge"
"2015-05-22 00:33:18",5,588,631.12149636,1.82726148,0.3000258,23.51728426,2.63974583,0,18.66514807,318.14837836,0.02336018,292.05130676,98.59,4.99908597,8.70118107,-1.31120039,-3.56744858,-0.04167913,-0.04164732,-0.25165917,-0.41074619,0.02927747,0.08121342,0.01441626,72.95419199,0.01752317,2436.40974339,0.00137536,0.08724091,2015-05-22 00:33:18,"Post-drought","Slope"
"2015-05-22 00:46:21",2,589,601.83772974,1.84749765,0.30316355,9.81929299,2.6934221,0,18.66512022,318.14865282,0.02431609,291.91712535,97.26,4.86979763,9.0701257,-0.76377174,-0.85750282,-0.15374033,-1.02193086,-0.08932747,-0.13377863,0.02991158,0.05543786,0.00266431,663.59857158,0.02311978,1379293.5819523,0.00097671,1.09238663,2015-05-22 00:46:21,"Post-drought","Slope"
"2015-05-22 00:59:41",3,589,494.25001842,1.87424462,0.313489,24.00600456,2.65085675,0,18.66513275,318.14980651,0.02376345,291.91712535,97.46,1.62038518,3.19382391,0.36128191,2.90630375,0.17128528,0.17169102,0.1006153,0.25880649,0.01459454,0.11297361,0.01445423,226.97228571,0.02358071,12730.82300456,0.00160247,0.46923063,2015-05-22 00:59:41,"Post-drought","Valley"
"2015-05-22 01:13:01",4,589,537.50233539,1.86596358,0.30582907,34.87107062,2.64228375,0,18.66512461,318.1513512,0.02337135,291.91712535,97.95,2.06713657,4.72483666,0.22527194,3.26152575,-0.11489309,-0.11297959,-0.13684796,-0.13728591,0.0217596,0.17001872,0.0090142,954.26497752,0.01982432,180831.9514444,0.00127666,2.24746158,2015-05-22 01:13:01,"Post-drought","Ridge"
"2015-05-22 01:26:22",5,587,631.15138008,1.83969835,0.29296047,22.52977319,2.65255245,0,18.66510506,318.15143836,0.02353742,292.05130676,98.55,4.94200457,9.12313527,-1.51409596,-3.82090297,-0.1694133,-0.16961264,-0.23048198,-0.37820571,0.03970686,0.33173222,0.01783503,132.85840014,0.01943297,3615.06823951,0.00151569,0.24070204,2015-05-22 01:26:22,"Post-drought","Slope"
"2015-05-22 01:39:25",2,591,661.59697465,1.85291362,0.29915425,9.53130459,2.73489084,0,18.66514544,318.1508345,0.02477734,292.05130676,97.22,5.65253076,10.6201396,-1.05286363,-1.87286534,-0.065673,-0.0654822,-0.0863785,-0.15803833,0.04478231,0.20820416,0.00762225,189.43652459,0.01946527,7618.14977763,0.00104428,0.60700114,2015-05-22 01:39:25,"Post-drought","Slope"
"2015-05-22 01:52:45",3,589,523.40141569,1.9167717,0.29816336,23.85076452,2.71333772,0,18.6651555,318.15184279,0.02452032,292.05130676,97.42,1.4434406,2.54784694,0.2958373,2.72000864,0.29468752,0.29481589,0.02039781,0.30037859,0.010022,0.09234296,0.01204516,138.85690686,0.02122663,2675.03268956,0.00134948,0.20522251,2015-05-22 01:52:45,"Post-drought","Valley"
"2015-05-22 02:06:05",4,588,539.74411391,1.86509753,0.30500597,33.51521703,2.6699194,0,18.66518797,318.14988253,0.02362901,292.05130676,97.97,2.225257,5.45511215,0.60733928,5.11783263,-0.30678114,-0.31023651,-0.13819077,-0.13899163,0.0239409,0.06160547,0.01766629,115.79216648,0.02383096,74499.42672313,0.00069313,1.50981139,2015-05-22 02:06:05,"Post-drought","Ridge"
"2015-05-22 02:19:25",5,591,643.15738995,1.822871,0.30160379,22.83312163,2.67936732,0,18.66509526,318.15007451,0.02390454,292.18478493,98.4,5.16217429,8.66174855,-1.45121786,-2.7805753,-0.03871863,-0.03866982,-0.2369039,-0.407517,0.01911246,0.16934033,0.00636081,114.46358015,0.01233607,9999000,0.00093515,0.14546616,2015-05-22 02:19:25,"Post-drought","Slope"
"2015-05-22 02:32:32",2,588,639.72255674,1.85497882,0.30103471,9.55917422,2.75044047,0,18.66514537,318.1500873,0.0248307,292.18478493,97.22,5.2783687,9.22659042,-1.01017645,-1.50346283,-0.16669346,-0.16756391,-0.08374985,-0.10183222,0.02141555,0.14917276,0.0034549,203.89137455,0.01152736,121618.44129338,0.00049774,1.08484532,2015-05-22 02:32:32,"Post-drought","Slope"
"2015-05-22 02:45:50",3,590,517.75548217,1.90569497,0.30466472,21.91763307,2.71536442,0,18.66508642,318.14957626,0.02456056,292.05130676,97.44,1.59824213,2.92400073,0.31874565,3.29223961,0.32696354,0.32706668,0.01152753,0.19247826,0.00717214,0.10911298,0.00854773,188.38348862,0.01363446,1743.30969358,0.00067998,0.47255865,2015-05-22 02:45:50,"Post-drought","Valley"
"2015-05-22 02:59:12",4,588,537.03970791,1.86908855,0.30562237,31.5226434,2.67120541,0,18.66524005,318.14990386,0.02361282,292.05130676,97.95,2.23066239,5.75344934,0.45787525,4.85307083,-0.21180515,-0.21142025,-0.13064748,-0.1311601,0.02195705,0.09158376,0.01349782,115.85645581,0.02102173,1065.50976537,0.00086394,1.41789552,2015-05-22 02:59:12,"Post-drought","Ridge"
